Sex,NOC,Games,Sport,Medal,age-height-weight_0,age-height-weight_1,age-height-weight_2
F,MGL,1992 Summer,Shooting,Bronze,23.0,167.0,51.0
F,GER,2008 Summer,Shooting,Bronze,39.0,167.0,51.0
F,MGL,2016 Summer,Judo,Silver,25.0,160.0,59.0
F,AUS,1988 Summer,Hockey,Gold,25.0,165.0,61.0
M,USA,2016 Summer,Diving,Silver,24.0,175.0,77.0
M,GDR,1976 Summer,Football,Gold,25.0,175.0,73.0
F,YUG,1988 Summer,Basketball,Silver,25.0,196.0,95.0
F,RUS,2000 Summer,Rowing,Bronze,26.0,178.0,82.0
M,RUS,2006 Winter,Speed Skating,Silver,29.0,193.0,96.0
M,ROU,1992 Summer,Boxing,Bronze,22.0,163.0,64.0
M,ROU,1996 Summer,Boxing,Bronze,26.0,163.0,64.0
M,URS,1976 Summer,Volleyball,Silver,22.0,194.0,94.0
M,URS,1980 Summer,Volleyball,Gold,26.0,194.0,94.0
M,GER,1906 Summer,Tug-Of-War,Gold,24.0,182.0,81.0
F,GDR,1988 Summer,Athletics,Bronze,26.0,170.0,57.0
F,GER,1992 Summer,Swimming,Silver,16.0,180.0,66.0
M,USA,1984 Summer,Water Polo,Silver,28.0,193.0,86.0
M,MEX,2012 Summer,Football,Gold,23.0,172.0,70.0
F,JPN,2016 Summer,Wrestling,Gold,21.0,159.0,69.0
M,CZE,2012 Summer,Canoeing,Bronze,19.0,202.0,115.0
M,CZE,2016 Summer,Canoeing,Silver,23.0,202.0,115.0
M,CZE,2016 Summer,Canoeing,Bronze,23.0,202.0,115.0
M,UKR,2000 Summer,Boxing,Silver,21.0,174.0,67.0
M,AUS,1968 Summer,Athletics,Gold,23.0,180.0,65.0
F,HUN,2004 Summer,Canoeing,Gold,22.0,174.0,68.0
F,HUN,2004 Summer,Canoeing,Gold,22.0,174.0,68.0
F,HUN,2008 Summer,Canoeing,Gold,26.0,174.0,68.0
F,HUN,2008 Summer,Canoeing,Silver,26.0,174.0,68.0
F,HUN,2012 Summer,Canoeing,Bronze,30.0,174.0,68.0
F,HUN,2012 Summer,Canoeing,Silver,30.0,174.0,68.0
M,TCH,1932 Summer,Athletics,Bronze,23.0,192.0,96.0
M,USA,1956 Winter,Ice Hockey,Silver,23.0,175.0,84.0
M,CAN,2010 Winter,Ice Hockey,Gold,20.0,185.0,92.0
M,CAN,2014 Winter,Ice Hockey,Gold,24.0,185.0,92.0
M,BRA,1992 Summer,Volleyball,Gold,21.0,200.0,93.0
M,AUS,1968 Summer,Rowing,Silver,21.0,198.0,94.0
F,USA,2012 Summer,Gymnastics,Gold,16.0,157.0,50.0
F,USA,2012 Summer,Gymnastics,Gold,16.0,157.0,50.0
F,USA,2016 Summer,Gymnastics,Gold,20.0,157.0,50.0
M,USA,1948 Summer,Athletics,Bronze,26.0,175.0,67.0
M,CAN,1960 Winter,Ice Hockey,Silver,28.0,180.0,86.0
M,GBR,2000 Summer,Rowing,Gold,23.0,165.0,58.0
F,GBR,1992 Summer,Athletics,Bronze,25.0,162.0,55.0
M,BRA,2016 Summer,Football,Gold,22.0,173.0,69.0
M,FRA,1992 Summer,Judo,Bronze,23.0,196.0,125.0
M,FRA,1996 Summer,Judo,Gold,27.0,196.0,125.0
M,FRA,2000 Summer,Judo,Gold,31.0,196.0,125.0
M,GBR,2016 Summer,Cycling,Gold,23.0,181.0,73.0
M,USA,1992 Summer,Equestrianism,Bronze,36.0,178.0,68.0
M,USA,1996 Summer,Equestrianism,Bronze,40.0,178.0,68.0
M,USA,2000 Summer,Equestrianism,Bronze,44.0,178.0,68.0
M,USA,2004 Summer,Equestrianism,Bronze,48.0,178.0,68.0
M,BLR,2000 Summer,Modern Pentathlon,Bronze,24.0,180.0,72.0
M,EUN,1992 Summer,Canoeing,Gold,20.0,195.0,93.0
M,URS,1980 Summer,Rowing,Silver,25.0,178.0,80.0
F,UKR,2012 Summer,Rowing,Gold,21.0,186.0,78.0
F,SLO,1994 Winter,Alpine Skiing,Bronze,18.0,164.0,60.0
M,CAN,1988 Summer,Boxing,Bronze,19.0,177.0,71.0
M,POL,1980 Summer,Wrestling,Silver,25.0,178.0,82.0
F,MNE,2012 Summer,Handball,Silver,33.0,165.0,60.0
M,SRB,2008 Summer,Tennis,Bronze,21.0,188.0,80.0
M,SCG,1996 Summer,Basketball,Silver,28.0,188.0,90.0
M,RUS,1994 Winter,Biathlon,Silver,27.0,170.0,61.0
M,RUS,1998 Winter,Biathlon,Bronze,31.0,170.0,61.0
M,USA,1960 Summer,Rowing,Bronze,22.0,198.0,85.0
M,POL,1968 Summer,Boxing,Bronze,26.0,181.0,81.0
M,ROU,1976 Summer,Handball,Silver,22.0,188.0,85.0
M,ROU,1980 Summer,Handball,Bronze,26.0,188.0,85.0
M,CRO,2004 Summer,Swimming,Silver,21.0,197.0,86.0
F,USA,2000 Summer,Athletics,Gold,29.0,172.0,62.0
F,ROU,2008 Summer,Gymnastics,Bronze,15.0,146.0,37.0
M,ROU,2004 Summer,Gymnastics,Bronze,23.0,163.0,64.0
M,ROU,2004 Summer,Gymnastics,Silver,23.0,163.0,64.0
M,ROU,2004 Summer,Gymnastics,Bronze,23.0,163.0,64.0
M,GER,2004 Summer,Handball,Silver,33.0,214.0,126.0
M,GER,2016 Summer,Rowing,Silver,27.0,200.0,102.0
M,ROU,1984 Summer,Wrestling,Gold,26.0,178.0,86.0
M,GBR,2004 Summer,Sailing,Bronze,26.0,176.0,69.0
M,USA,1936 Summer,Athletics,Gold,22.0,165.0,54.0
M,USA,1964 Summer,Athletics,Silver,25.0,183.0,73.0
M,USA,1964 Summer,Athletics,Gold,25.0,183.0,73.0
F,GDR,1988 Summer,Athletics,Bronze,23.0,181.0,68.0
F,GDR,1988 Summer,Athletics,Bronze,23.0,181.0,68.0
F,GDR,1988 Summer,Athletics,Silver,23.0,181.0,68.0
F,GER,1992 Summer,Athletics,Gold,27.0,181.0,68.0
F,GER,2000 Summer,Athletics,Gold,35.0,181.0,68.0
M,AUS,1992 Summer,Hockey,Silver,25.0,175.0,77.0
M,AUS,1996 Summer,Hockey,Bronze,29.0,175.0,77.0
M,AUS,2000 Summer,Hockey,Bronze,33.0,175.0,77.0
M,GDR,1972 Summer,Athletics,Silver,27.0,187.0,83.0
M,GDR,1980 Summer,Handball,Gold,28.0,196.0,92.0
M,GDR,1976 Summer,Rowing,Bronze,23.0,192.0,95.0
M,GDR,1980 Summer,Rowing,Gold,27.0,192.0,95.0
M,LAT,2014 Winter,Bobsleigh,Silver,29.0,193.0,108.0
M,ITA,1992 Summer,Canoeing,Bronze,28.0,187.0,84.0
M,USA,2016 Summer,Swimming,Gold,19.0,191.0,86.0
M,USA,2016 Summer,Swimming,Gold,19.0,191.0,86.0
M,USA,1920 Summer,Athletics,Gold,23.0,180.0,68.0
M,URS,1972 Summer,Water Polo,Gold,28.0,190.0,89.0
M,RUS,2000 Summer,Gymnastics,Bronze,18.0,170.0,59.0
M,POL,1928 Summer,Rowing,Bronze,24.0,168.0,58.0
F,AUT,1972 Winter,Alpine Skiing,Bronze,21.0,171.0,71.0
M,USA,1992 Summer,Basketball,Gold,30.0,200.0,101.0
F,USA,2006 Winter,Ice Hockey,Bronze,24.0,165.0,70.0
M,FRA,1956 Summer,Fencing,Bronze,25.0,179.0,67.0
M,FRA,1964 Summer,Fencing,Bronze,33.0,179.0,67.0
F,USA,2012 Summer,Water Polo,Gold,20.0,185.0,89.0
M,GER,2004 Summer,Swimming,Silver,22.0,194.0,90.0
M,ROU,1968 Summer,Fencing,Gold,26.0,172.0,59.0
F,YUG,1980 Summer,Handball,Silver,20.0,173.0,73.0
M,USA,1928 Summer,Athletics,Silver,21.0,178.0,64.0
F,GDR,1980 Summer,Athletics,Bronze,27.0,180.0,83.0
M,GDR,1980 Summer,Cycling,Silver,24.0,181.0,69.0
M,POL,1960 Summer,Boxing,Bronze,27.0,171.0,67.0
M,CAN,1998 Winter,Short Track Speed Skating,Gold,25.0,172.0,70.0
F,CAN,2002 Winter,Short Track Speed Skating,Bronze,20.0,167.0,60.0
F,CAN,2014 Winter,Short Track Speed Skating,Silver,32.0,167.0,60.0
F,CAN,1998 Winter,Ice Hockey,Silver,24.0,168.0,63.0
M,NED,1968 Summer,Rowing,Silver,23.0,191.0,77.0
M,FRG,1972 Summer,Hockey,Gold,22.0,176.0,75.0
F,USA,2004 Summer,Athletics,Bronze,31.0,163.0,47.0
M,CAN,2012 Summer,Athletics,Bronze,22.0,196.0,83.0
M,CAN,2016 Summer,Athletics,Gold,26.0,196.0,83.0
M,URS,1984 Winter,Ice Hockey,Gold,26.0,185.0,85.0
F,FRG,1984 Summer,Hockey,Silver,28.0,163.0,58.0
M,GBR,2014 Winter,Curling,Silver,25.0,171.0,63.0
M,USA,1996 Summer,Athletics,Silver,27.0,175.0,75.0
M,USA,2000 Summer,Athletics,Gold,32.0,175.0,75.0
F,ROU,2016 Summer,Rowing,Bronze,25.0,150.0,50.0
M,USA,2002 Winter,Ice Hockey,Silver,25.0,178.0,86.0
M,USA,2010 Winter,Ice Hockey,Silver,33.0,178.0,86.0
M,USA,1920 Summer,Ice Hockey,Silver,24.0,170.0,75.0
M,USA,1924 Winter,Ice Hockey,Silver,27.0,170.0,75.0
M,FRA,1972 Summer,Athletics,Silver,21.0,188.0,74.0
M,FRA,1976 Summer,Athletics,Gold,25.0,188.0,74.0
M,GER,2016 Summer,Handball,Bronze,21.0,192.0,106.0
M,USA,1984 Summer,Shooting,Gold,25.0,183.0,75.0
M,NZL,2008 Summer,Rowing,Bronze,29.0,200.0,102.0
M,NZL,2012 Summer,Rowing,Gold,33.0,200.0,102.0
M,NZL,2016 Summer,Rowing,Gold,37.0,200.0,102.0
F,URS,1988 Summer,Handball,Bronze,24.0,180.0,66.0
F,EUN,1992 Summer,Handball,Bronze,28.0,180.0,66.0
F,CHN,2008 Summer,Badminton,Gold,24.0,170.0,70.0
F,CHN,2004 Summer,Shooting,Gold,22.0,170.0,55.0
F,CHN,2008 Summer,Shooting,Gold,26.0,170.0,55.0
F,CHN,2016 Summer,Shooting,Silver,34.0,170.0,55.0
F,CHN,2016 Summer,Shooting,Bronze,34.0,170.0,55.0
F,USA,1964 Summer,Equestrianism,Silver,25.0,170.0,61.0
M,ESP,1960 Summer,Hockey,Bronze,26.0,176.0,71.0
M,ESP,1960 Summer,Hockey,Bronze,27.0,180.0,69.0
F,CHN,2016 Summer,Rowing,Bronze,27.0,180.0,76.0
M,NED,2000 Summer,Equestrianism,Gold,27.0,185.0,85.0
M,USA,1968 Summer,Weightlifting,Bronze,24.0,183.0,146.0
M,FRA,2004 Summer,Swimming,Bronze,22.0,191.0,84.0
M,FRA,2008 Summer,Swimming,Bronze,26.0,191.0,84.0
M,FRA,2008 Summer,Swimming,Bronze,26.0,191.0,84.0
M,GER,1996 Summer,Swimming,Bronze,19.0,191.0,73.0
M,BLR,1996 Summer,Athletics,Silver,24.0,191.0,115.0
M,URS,1964 Summer,Rowing,Gold,25.0,181.0,74.0
M,FRA,1984 Summer,Fencing,Silver,22.0,170.0,68.0
M,FRA,1992 Summer,Fencing,Bronze,30.0,170.0,68.0
M,CAN,2014 Winter,Ice Hockey,Gold,23.0,180.0,91.0
F,FRA,1992 Winter,Figure Skating,Silver,28.0,168.0,55.0
M,FRA,1992 Winter,Figure Skating,Silver,30.0,175.0,70.0
F,TCH,1968 Summer,Diving,Gold,16.0,162.0,67.0
F,TCH,1972 Summer,Diving,Silver,20.0,162.0,67.0
M,GDR,1972 Summer,Football,Bronze,30.0,177.0,72.0
M,GER,2004 Summer,Hockey,Bronze,24.0,180.0,72.0
F,HUN,1964 Summer,Gymnastics,Bronze,22.0,161.0,57.0
M,HUN,1960 Summer,Football,Bronze,27.0,174.0,73.0
F,USA,2010 Winter,Short Track Speed Skating,Bronze,19.0,168.0,58.0
F,BUL,1988 Summer,Gymnastics,Bronze,20.0,157.0,46.0
M,URS,1984 Winter,Luge,Bronze,20.0,180.0,84.0
F,RUS,2012 Summer,Rhythmic Gymnastics,Gold,17.0,173.0,49.0
M,POL,1964 Summer,Athletics,Silver,23.0,181.0,81.0
M,DEN,1980 Summer,Sailing,Silver,32.0,176.0,75.0
M,SWE,1994 Winter,Ice Hockey,Gold,27.0,170.0,77.0
M,CUB,2000 Summer,Baseball,Silver,28.0,190.0,97.0
F,USA,1964 Summer,Swimming,Gold,17.0,170.0,61.0
F,USA,1964 Summer,Swimming,Bronze,17.0,170.0,61.0
M,USA,2008 Summer,Baseball,Bronze,25.0,183.0,93.0
M,AUS,2000 Summer,Hockey,Bronze,27.0,184.0,78.0
M,GBR,1906 Summer,Fencing,Silver,43.0,183.0,80.0
M,GER,1994 Winter,Ski Jumping,Gold,22.0,184.0,66.0
M,FRA,2004 Summer,Rowing,Silver,28.0,178.0,71.0
F,CAN,2014 Winter,Freestyle Skiing,Silver,22.0,165.0,61.0
F,CAN,2014 Winter,Freestyle Skiing,Gold,19.0,164.0,54.0
M,MGL,1980 Summer,Wrestling,Bronze,22.0,163.0,57.0
F,CAN,1988 Summer,Swimming,Bronze,18.0,170.0,63.0
F,USA,2010 Winter,Ice Hockey,Silver,22.0,178.0,73.0
F,USA,2014 Winter,Ice Hockey,Silver,26.0,178.0,73.0
M,RUS,2000 Summer,Water Polo,Silver,32.0,183.0,83.0
F,CAN,2014 Winter,Figure Skating,Silver,28.0,148.0,48.0
M,GDR,1980 Summer,Rowing,Gold,24.0,186.0,86.0
F,GBR,2012 Summer,Equestrianism,Gold,27.0,170.0,57.0
F,GBR,2012 Summer,Equestrianism,Gold,27.0,170.0,57.0
F,GBR,2016 Summer,Equestrianism,Gold,31.0,170.0,57.0
F,GBR,2016 Summer,Equestrianism,Silver,31.0,170.0,57.0
F,AUT,2014 Winter,Snowboarding,Gold,26.0,168.0,60.0
M,BUL,1980 Summer,Wrestling,Silver,24.0,165.0,57.0
M,LAT,2010 Winter,Skeleton,Silver,25.0,178.0,75.0
M,LAT,2014 Winter,Skeleton,Silver,29.0,178.0,75.0
M,URS,1976 Summer,Rowing,Silver,20.0,193.0,90.0
M,USA,1908 Summer,Athletics,Silver,24.0,172.0,69.0
M,USA,2012 Summer,Diving,Bronze,32.0,168.0,68.0
M,ROU,1980 Summer,Volleyball,Bronze,28.0,194.0,84.0
M,USA,1956 Summer,Athletics,Gold,19.0,185.0,81.0
F,URS,1952 Summer,Athletics,Bronze,33.0,178.0,82.0
M,URS,1988 Summer,Rowing,Silver,26.0,196.0,92.0
F,FRA,2012 Summer,Basketball,Silver,30.0,169.0,60.0
F,ROU,2000 Summer,Rowing,Gold,23.0,187.0,83.0
M,ROU,1988 Summer,Boxing,Silver,19.0,171.0,58.0
M,ROU,1960 Summer,Shooting,Gold,35.0,179.0,98.0
M,ROU,2012 Summer,Fencing,Silver,28.0,192.0,84.0
M,ROU,1956 Summer,Canoeing,Gold,21.0,166.0,75.0
F,ROU,2008 Summer,Judo,Gold,25.0,158.0,48.0
F,ROU,2012 Summer,Judo,Silver,29.0,158.0,48.0
M,ROU,1980 Summer,Handball,Bronze,20.0,196.0,95.0
M,ROU,1984 Summer,Handball,Bronze,24.0,196.0,95.0
M,ROU,1984 Summer,Weightlifting,Silver,26.0,173.0,90.0
F,ROU,1968 Summer,Canoeing,Bronze,22.0,165.0,64.0
F,ROU,1972 Summer,Canoeing,Bronze,26.0,165.0,64.0
M,FRA,1960 Summer,Rowing,Silver,19.0,190.0,82.0
M,FRA,2000 Summer,Shooting,Gold,28.0,171.0,73.0
M,NED,2016 Summer,Cycling,Silver,25.0,186.0,70.0
M,HUN,1968 Summer,Football,Gold,25.0,183.0,78.0
M,HUN,1972 Summer,Football,Silver,29.0,183.0,78.0
M,HUN,1972 Summer,Football,Silver,23.0,180.0,78.0
M,HUN,1960 Summer,Football,Bronze,23.0,175.0,71.0
M,HUN,1968 Summer,Football,Gold,25.0,182.0,73.0
M,SUI,1968 Summer,Sailing,Silver,32.0,188.0,81.0
F,BUL,1988 Summer,Rhythmic Gymnastics,Silver,18.0,163.0,41.0
M,RUS,2016 Summer,Boxing,Bronze,24.0,174.0,64.0
F,ROU,1980 Summer,Gymnastics,Silver,15.0,158.0,43.0
M,USA,1912 Summer,Athletics,Bronze,24.0,178.0,86.0
M,USA,2004 Summer,Basketball,Bronze,28.0,213.0,104.0
M,GER,1906 Summer,Athletics,Bronze,21.0,184.0,77.0
M,GDR,1980 Summer,Rowing,Gold,23.0,186.0,89.0
M,POL,1980 Summer,Athletics,Silver,23.0,180.0,73.0
M,BUL,1996 Summer,Gymnastics,Silver,23.0,170.0,65.0
M,BRA,1984 Summer,Football,Silver,20.0,174.0,68.0
M,USA,2002 Winter,Ice Hockey,Silver,29.0,190.0,91.0
F,FRG,1968 Winter,Luge,Bronze,21.0,172.0,64.0
F,USA,1976 Summer,Basketball,Silver,21.0,188.0,70.0
M,JAM,2016 Summer,Athletics,Silver,23.0,195.0,79.0
M,AUS,2012 Summer,Rowing,Silver,23.0,194.0,98.0
M,AUS,2016 Summer,Rowing,Silver,27.0,194.0,98.0
M,USA,1932 Summer,Rowing,Gold,21.0,189.0,86.0
M,USA,1936 Summer,Athletics,Silver,24.0,193.0,110.0
F,USA,1998 Winter,Snowboarding,Bronze,25.0,157.0,51.0
F,USA,1998 Winter,Ice Hockey,Gold,23.0,173.0,66.0
F,USA,2002 Winter,Ice Hockey,Silver,27.0,173.0,66.0
F,USA,2006 Winter,Ice Hockey,Bronze,31.0,173.0,66.0
M,USA,1988 Summer,Water Polo,Silver,22.0,190.0,95.0
F,GER,2004 Summer,Fencing,Silver,29.0,186.0,79.0
M,FRA,1924 Summer,Rugby,Silver,25.0,165.0,68.0
M,FRA,1924 Summer,Rugby,Silver,23.0,170.0,73.0
F,CAN,1998 Winter,Ice Hockey,Silver,25.0,173.0,75.0
F,CAN,2002 Winter,Ice Hockey,Gold,29.0,173.0,75.0
F,FRA,1964 Summer,Athletics,Silver,27.0,167.0,58.0
M,EUN,1992 Summer,Wrestling,Silver,26.0,170.0,69.0
M,BUL,1968 Summer,Wrestling,Silver,29.0,185.0,125.0
M,BUL,1972 Summer,Wrestling,Silver,33.0,185.0,125.0
F,USA,2008 Summer,Softball,Silver,24.0,168.0,60.0
M,FRA,1988 Summer,Equestrianism,Gold,33.0,180.0,72.0
M,FRA,1988 Summer,Equestrianism,Bronze,33.0,180.0,72.0
M,FRA,1960 Summer,Equestrianism,Bronze,28.0,174.0,62.0
M,USA,2012 Summer,Basketball,Gold,23.0,206.0,105.0
M,USA,2016 Summer,Basketball,Gold,27.0,206.0,105.0
M,GBR,2016 Summer,Rowing,Gold,28.0,196.0,96.0
M,ROU,1980 Summer,Handball,Bronze,23.0,180.0,78.0
M,ROU,1984 Summer,Handball,Bronze,27.0,180.0,78.0
M,USA,1964 Summer,Rowing,Bronze,23.0,191.0,86.0
M,YUG,1960 Summer,Football,Gold,22.0,176.0,74.0
M,AUT,1964 Winter,Bobsleigh,Silver,21.0,176.0,85.0
M,AUT,1968 Winter,Bobsleigh,Silver,25.0,176.0,85.0
M,FRG,1984 Summer,Rowing,Gold,27.0,187.0,80.0
M,BUL,1996 Summer,Canoeing,Bronze,26.0,180.0,85.0
M,USA,2000 Summer,Swimming,Silver,21.0,185.0,83.0
M,USA,2004 Summer,Swimming,Bronze,25.0,185.0,83.0
M,UZB,2016 Summer,Boxing,Gold,23.0,156.0,49.0
F,USA,1984 Summer,Gymnastics,Silver,15.0,153.0,41.0
M,FRA,1994 Winter,Biathlon,Bronze,26.0,175.0,65.0
M,GBR,1984 Summer,Hockey,Bronze,26.0,183.0,72.0
M,IND,2012 Summer,Wrestling,Bronze,29.0,168.0,65.0
M,AUS,1988 Summer,Cycling,Bronze,21.0,180.0,72.0
M,AUS,1996 Summer,Equestrianism,Gold,32.0,168.0,68.0
M,AUS,2000 Summer,Equestrianism,Gold,37.0,168.0,68.0
M,USA,2016 Summer,Equestrianism,Bronze,52.0,168.0,68.0
M,AUS,1968 Summer,Rowing,Silver,27.0,190.0,91.0
M,CUB,1976 Summer,Boxing,Silver,21.0,167.0,51.0
M,CUB,1996 Summer,Boxing,Silver,28.0,169.0,71.0
M,CUB,2008 Summer,Baseball,Silver,28.0,175.0,75.0
M,FRA,1932 Summer,Weightlifting,Gold,21.0,164.0,67.0
F,NOR,1992 Summer,Handball,Silver,18.0,166.0,64.0
F,NOR,2000 Summer,Handball,Bronze,26.0,166.0,64.0
M,GDR,1976 Summer,Canoeing,Bronze,20.0,183.0,88.0
M,GDR,1980 Summer,Canoeing,Gold,24.0,183.0,88.0
M,FRA,2014 Winter,Cross Country Skiing,Bronze,30.0,178.0,71.0
M,CRO,2012 Summer,Handball,Bronze,24.0,198.0,100.0
M,USA,1984 Summer,Volleyball,Gold,29.0,198.0,89.0
M,EUN,1992 Summer,Handball,Gold,24.0,183.0,93.0
M,ESP,1996 Summer,Handball,Bronze,28.0,183.0,93.0
M,ESP,2000 Summer,Handball,Bronze,32.0,183.0,93.0
M,YUG,1984 Summer,Water Polo,Gold,24.0,187.0,95.0
M,YUG,1988 Summer,Water Polo,Gold,28.0,187.0,95.0
F,YUG,1980 Summer,Basketball,Bronze,30.0,172.0,63.0
F,YUG,1984 Summer,Handball,Gold,21.0,179.0,70.0
F,YUG,1980 Summer,Handball,Silver,19.0,177.0,67.0
F,YUG,1984 Summer,Handball,Gold,23.0,177.0,67.0
F,YUG,1980 Summer,Basketball,Bronze,22.0,172.0,62.0
M,URS,1976 Summer,Judo,Silver,26.0,170.0,77.0
M,USA,1984 Summer,Volleyball,Gold,26.0,188.0,82.0
M,TCH,1976 Winter,Ice Hockey,Silver,24.0,178.0,89.0
M,CZE,1996 Summer,Athletics,Bronze,24.0,186.0,90.0
M,URS,1972 Summer,Basketball,Gold,20.0,207.0,105.0
M,USA,2012 Summer,Swimming,Gold,23.0,196.0,89.0
M,USA,2016 Summer,Swimming,Bronze,27.0,196.0,89.0
M,USA,2016 Summer,Swimming,Gold,27.0,196.0,89.0
M,AUS,2004 Summer,Hockey,Gold,25.0,172.0,68.0
M,AUS,2008 Summer,Hockey,Bronze,29.0,172.0,68.0
M,AUS,2012 Summer,Hockey,Bronze,33.0,172.0,68.0
M,AUS,2004 Summer,Athletics,Silver,26.0,186.0,81.0
M,RUS,2012 Summer,Canoeing,Gold,22.0,180.0,85.0
M,RUS,2004 Summer,Fencing,Bronze,25.0,180.0,78.0
F,RUS,2016 Summer,Fencing,Gold,28.0,167.0,53.0
M,BUL,1980 Summer,Shooting,Bronze,26.0,171.0,75.0
F,NOR,1988 Winter,Cross Country Skiing,Silver,22.0,173.0,60.0
F,NOR,1992 Winter,Cross Country Skiing,Silver,26.0,173.0,60.0
F,NOR,1994 Winter,Cross Country Skiing,Silver,28.0,173.0,60.0
M,KAZ,2012 Summer,Boxing,Bronze,21.0,205.0,91.0
M,KAZ,2016 Summer,Boxing,Bronze,25.0,205.0,91.0
M,POL,1988 Summer,Boxing,Bronze,20.0,185.0,67.0
M,USA,1932 Summer,Athletics,Gold,22.0,188.0,75.0
F,USA,2016 Summer,Cycling,Silver,19.0,176.0,66.0
F,POL,1988 Summer,Canoeing,Bronze,20.0,169.0,66.0
F,POL,1992 Summer,Canoeing,Bronze,24.0,169.0,66.0
F,RUS,2000 Summer,Shooting,Silver,39.0,168.0,58.0
M,URS,1972 Summer,Sailing,Gold,33.0,178.0,86.0
F,USA,1996 Summer,Synchronized Swimming,Gold,25.0,174.0,58.0
M,URS,1960 Summer,Wrestling,Bronze,30.0,182.0,108.0
F,BUL,2000 Summer,Rowing,Silver,27.0,177.0,77.0
F,BUL,2004 Summer,Rowing,Bronze,31.0,177.0,77.0
F,BUL,2008 Summer,Rowing,Gold,35.0,177.0,77.0
M,RUS,2000 Summer,Boxing,Bronze,21.0,167.0,57.0
M,URS,1980 Summer,Athletics,Bronze,28.0,168.0,56.0
F,URS,1988 Summer,Athletics,Gold,26.0,178.0,64.0
F,EUN,1992 Summer,Athletics,Gold,30.0,178.0,64.0
F,UKR,2014 Winter,Biathlon,Gold,23.0,166.0,66.0
F,POL,1996 Summer,Archery,Bronze,21.0,172.0,60.0
M,USA,1976 Summer,Wrestling,Bronze,27.0,178.0,74.0
M,URS,1972 Summer,Football,Bronze,27.0,175.0,73.0
M,CRO,2004 Summer,Handball,Gold,27.0,190.0,86.0
M,TCH,1964 Winter,Ice Hockey,Bronze,21.0,178.0,86.0
M,TCH,1968 Winter,Ice Hockey,Silver,25.0,178.0,86.0
M,TCH,1972 Winter,Ice Hockey,Bronze,29.0,178.0,86.0
F,RUS,1996 Summer,Rhythmic Gymnastics,Bronze,15.0,168.0,42.0
M,AUS,2000 Summer,Cycling,Bronze,31.0,183.0,98.0
M,NZL,1972 Summer,Rowing,Gold,19.0,196.0,95.0
M,NZL,1976 Summer,Rowing,Bronze,23.0,196.0,95.0
M,GBR,1984 Summer,Swimming,Bronze,21.0,183.0,77.0
M,USA,1932 Summer,Athletics,Silver,21.0,185.0,70.0
M,USA,2012 Summer,Athletics,Gold,24.0,186.0,81.0
M,USA,2016 Summer,Athletics,Gold,28.0,186.0,81.0
F,JPN,2012 Summer,Volleyball,Bronze,22.0,176.0,70.0
M,DEN,1996 Summer,Rowing,Gold,24.0,185.0,75.0
M,DEN,2000 Summer,Rowing,Bronze,28.0,185.0,75.0
M,DEN,2004 Summer,Rowing,Gold,32.0,185.0,75.0
M,DEN,2008 Summer,Rowing,Gold,36.0,185.0,75.0
M,DEN,2012 Summer,Rowing,Bronze,40.0,185.0,75.0
M,FRA,1936 Summer,Canoeing,Silver,22.0,186.0,100.0
M,FRA,1948 Summer,Canoeing,Bronze,34.0,186.0,100.0
M,AUT,1998 Winter,Alpine Skiing,Silver,28.0,180.0,85.0
M,AUT,2002 Winter,Alpine Skiing,Bronze,32.0,180.0,85.0
M,AUT,2002 Winter,Alpine Skiing,Silver,32.0,180.0,85.0
M,AUT,2002 Winter,Alpine Skiing,Gold,32.0,180.0,85.0
F,ROU,1980 Summer,Gymnastics,Silver,16.0,153.0,40.0
F,ROU,1980 Summer,Gymnastics,Silver,16.0,153.0,40.0
F,FRG,1972 Summer,Swimming,Bronze,21.0,180.0,70.0
M,GER,1932 Summer,Athletics,Bronze,24.0,179.0,77.0
M,TCH,1976 Winter,Ice Hockey,Silver,27.0,183.0,82.0
F,GDR,1976 Summer,Rowing,Gold,22.0,177.0,83.0
M,DEN,2000 Summer,Rowing,Bronze,27.0,184.0,72.0
M,DEN,2004 Summer,Rowing,Gold,31.0,184.0,72.0
M,DEN,2008 Summer,Rowing,Gold,35.0,184.0,72.0
M,JPN,2012 Summer,Judo,Bronze,22.0,170.0,66.0
M,JPN,2016 Summer,Judo,Bronze,26.0,170.0,66.0
F,SUI,2002 Winter,Curling,Silver,30.0,164.0,69.0
M,GER,2000 Summer,Taekwondo,Silver,29.0,184.0,80.0
M,USA,1920 Summer,Athletics,Silver,25.0,179.0,60.0
M,ESP,2008 Summer,Sailing,Gold,35.0,180.0,76.0
F,ESP,2012 Summer,Sailing,Gold,28.0,174.0,70.0
F,USA,1988 Summer,Athletics,Gold,23.0,165.0,52.0
F,FRG,1976 Summer,Rowing,Bronze,26.0,183.0,72.0
M,GER,2008 Summer,Canoeing,Bronze,24.0,188.0,81.0
M,GBR,1984 Summer,Judo,Bronze,20.0,168.0,60.0
F,USA,1992 Summer,Rowing,Silver,26.0,175.0,66.0
F,GDR,1976 Summer,Athletics,Gold,21.0,174.0,62.0
F,GDR,1980 Summer,Athletics,Gold,25.0,174.0,62.0
F,GDR,1980 Summer,Athletics,Gold,25.0,174.0,62.0
F,NOR,2014 Winter,Biathlon,Gold,23.0,163.0,59.0
